GW-Nummer,GWL,x,y,eusr5000,aet,pdsi,pet,soil,srad,swe,NDVI,DHM
1171,100.9968,473795.3328,5517392.096,133.5734,46.3808,-1.9632,64.08,58.5025,124.9642,2.4583,0.6743,121
1172,87.3832,466718.1575,5517512.091,133.5734,43.485,-2.047,64.0725,51.6792,125.1125,1.8083,0.5887,89
1173,86.8172,465058.8198,5517552.085,133.5734,43.485,-2.047,64.0725,51.6792,125.1125,1.8083,0.4371,95
1174,101.9559,474085.2205,5517901.892,133.5734,46.3808,-1.9632,64.08,58.5025,124.9642,2.4583,0.5884,114
1175,100.6165,473235.5601,5517991.861,133.5734,46.3808,-1.9632,64.08,58.5025,124.9642,2.4583,0.5688,114
1176,86.0651,463999.2487,5518571.686,133.5734,43.2875,-2.0396,64.4233,49.9667,125.2092,1.65,0.6541,92
1177,100.337,473205.5773,5518771.551,133.5734,46.3808,-1.9632,64.08,58.5025,124.9642,2.4583,0.5115,125
1178,104.2852,473635.409,5519251.358,133.5734,46.3808,-1.9632,64.08,58.5025,124.9642,2.4583,0.7659,126
1179,87.1097,467377.9052,5519281.384,133.5734,44.2308,-2.0467,64.1867,53.1233,125.0617,1.9083,0.8551,107
1180,86.3305,466138.3997,5519291.388,133.5734,43.485,-2.047,64.0725,51.6792,125.1125,1.8083,0.7041,91
1181,96.6239,472305.9408,5519481.275,133.5734,45.0675,-2.0308,64.1725,55.2675,124.9733,2.0667,0.7775,125
1182,87.0153,467797.7395,5519561.271,133.5734,44.2308,-2.0467,64.1867,53.1233,125.0617,1.9083,0.6274,89
1183,88.9685,469716.9744,5519631.231,133.5734,44.2308,-2.0467,64.1867,53.1233,125.0617,1.9083,0.6648,101
1184,87.701,469237.169,5520131.035,133.5734,44.03,-2.0355,64.3883,53.1983,124.6508,1.9083,0.668,98
1185,87.0963,467767.7602,5520960.715,133.5734,44.03,-2.0355,64.3883,53.1983,124.6508,1.9083,0.6099,90
1186,86.7655,465698.5859,5521070.684,133.5734,43.3283,-2.0538,64.0508,51.83,124.9867,1.8,0.6431,89
1187,89.6078,469577.0396,5521090.652,133.5734,44.03,-2.0355,64.3883,53.1983,124.6508,1.9083,0.6035,102
1188,97.3219,471816.147,5521130.622,133.5734,45.1017,-2.0068,64.5483,55.3575,124.7508,2.1083,0.8015,118
1189,87.6377,468387.5149,5521250.596,133.5734,44.03,-2.0355,64.3883,53.1983,124.6508,1.9083,0.5622,93
1190,101.4559,472265.9736,5522040.257,133.5734,45.1017,-2.0068,64.5483,55.3575,124.7508,2.1083,0.7673,126
1191,86.2148,464239.1763,5522480.133,133.5734,43.3283,-2.0538,64.0508,51.83,124.9867,1.8,0.5145,91
1192,100.82,471246.3875,5523179.811,133.5734,45.1017,-2.0068,64.5483,55.3575,124.7508,2.1083,0.8042,122
1193,94.6554,471246.3875,5523179.811,133.5734,45.1017,-2.0068,64.5483,55.3575,124.7508,2.1083,0.8042,122
1194,103.496,471136.4399,5524499.287,133.5734,45.1017,-2.0068,64.5483,55.3575,124.7508,2.1083,0.7869,118
1195,104.7067,470836.5696,5526068.665,133.5734,44.6583,-2.0082,64.4025,55.1967,124.1933,2.1,0.5307,108
1196,93.8705,468790.3859,5526251.606,133.5734,43.4408,-2.0442,63.6758,53.8958,124.5467,2,0.8273,106
1197,86.7139,464699.0157,5526258.63,92.1853,42.8192,-2.055,63.4733,52.7067,124.585,1.875,0.728,87
1198,90.376,466763.1936,5526288.604,133.5734,42.8192,-2.055,63.4733,52.7067,124.585,1.875,0.8776,100
1199,108.5858,472745.8172,5527308.16,133.5734,44.6583,-2.0082,64.4025,55.1967,124.1933,2.1,0.2834,124
1200,85.898,458920.2024,5505618.864,120.7396,43.4758,-2.0019,64.87,46.9267,126.0467,1.5667,0.7542,89
1201,85.3975,455982.3847,5505916.76,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.8385,103
1202,85.6172,457194.8954,5505578.888,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.773,89
1203,86.8704,462149.9069,5505956.714,120.7396,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.6188,89
1204,87.0071,463299.4464,5506166.625,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.5631,91
1205,85.6321,459141.1176,5506236.617,120.7396,43.4758,-2.0019,64.87,46.9267,126.0467,1.5667,0.6602,89
1206,86.3944,461760.0719,5507216.215,120.7396,43.6675,-2.0062,64.23,49.6533,125.6617,1.7,0.5789,91
1207,85.4503,460640.5249,5507716.021,120.7396,43.5158,-2.0083,64.9408,47.3167,125.6942,1.4917,0.6499,89
1208,85.5658,461300.2644,5508385.752,120.7396,43.6675,-2.0062,64.23,49.6533,125.6617,1.7,0.6312,89
1209,86.2471,463029.578,5509575.27,120.7396,43.6675,-2.0062,64.23,49.6533,125.6617,1.7,0.5947,90
1210,85.0933,461060.3688,5509595.271,120.7396,43.6675,-2.0062,64.23,49.6533,125.6617,1.7,0.7374,94
1211,85.0807,461520.1848,5509698.228,120.7396,43.6675,-2.0062,64.23,49.6533,125.6617,1.7,0.7026,90
1212,85.6555,463019.5927,5511154.641,120.7396,43.7992,-2.0161,64.6275,49.6142,125.2108,1.6083,0.3929,94
1213,85.3441,463569.3799,5512294.185,120.7396,43.7992,-2.0161,64.6275,49.6142,125.2108,1.6083,0.443,92
1214,83.6887,458691.3503,5514313.405,120.7396,43.41,-2.0019,65.0383,47.6308,125.5892,1.425,0.5784,88
1215,84.0302,459629.9741,5514354.384,120.7396,43.41,-2.0019,65.0383,47.6308,125.5892,1.425,0.6063,87
1216,84.8908,462107.9805,5514405.352,120.7396,43.7992,-2.0161,64.6275,49.6142,125.2108,1.6083,0.3915,92
1217,85.9507,463399.4638,5514593.271,120.7396,43.7992,-2.0161,64.6275,49.6142,125.2108,1.6083,0.4408,88
1218,85.059,461660.1669,5515412.953,120.7396,43.7992,-2.0161,64.6275,49.6142,125.2108,1.6083,0.618,87
1219,84.0643,459569.0069,5515634.875,120.7396,42.8308,-2.0358,64.3942,48.775,125.5083,1.5167,0.6707,87
1220,87.2228,464029.1508,5505756.785,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.7034,90
1221,88.9771,467107.9225,5505826.737,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.8612,101
1222,89.4794,468827.2367,5505886.703,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.5563,94
1223,90.7582,468976.1787,5506108.613,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.4849,97
1224,87.034,464748.8651,5505976.693,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.7243,91
1225,91.9081,471066.3436,5505986.648,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.6361,97
1226,91.7269,471975.9894,5507276.13,133.5734,45.86,-2.0011,64.67,54.7208,125.4767,2.0167,0.6941,98
1227,91.1396,470276.6713,5507805.93,133.5734,45.86,-2.0011,64.67,54.7208,125.4767,2.0167,0.6092,94
1228,91.4321,471516.1805,5508379.694,133.5734,45.86,-2.0011,64.67,54.7208,125.4767,2.0167,0.5381,93
1229,91.4098,472335.859,5509195.364,133.5734,45.86,-2.0011,64.67,54.7208,125.4767,2.0167,0.6729,105
1230,90.4475,469729.9008,5509450.279,133.5734,44.4892,-2.0393,63.915,52.8508,125.8217,1.9083,0.6409,93
1231,89.8601,469546.9746,5509565.235,133.5734,44.4892,-2.0393,63.915,52.8508,125.8217,1.9083,0.6409,95
1232,86.6056,464259.0856,5509625.244,120.7396,43.9683,-2.0113,63.7467,51.7008,126.0033,1.8667,0.5758,91
1233,88.1212,466778.0824,5509955.097,133.5734,43.9683,-2.0113,63.7467,51.7008,126.0033,1.8667,0.8135,99
1234,90.7603,471166.3326,5510194.974,133.5734,45.86,-2.0011,64.67,54.7208,125.4767,2.0167,0.6814,101
1235,91.6349,472635.7487,5510564.818,133.5734,45.86,-2.0011,64.67,54.7208,125.4767,2.0167,0.5547,105
1236,87.588,466868.0621,5512224.193,133.5734,43.6533,-2.0248,63.8358,51.5833,125.5283,1.8333,0.5283,91
1237,100.9616,474005.2148,5512414.074,133.5734,47.5892,-1.9673,63.7842,60.0533,125.4233,2.9583,0.5943,128
1238,91.6865,471656.1534,5512554.033,133.5734,45.2083,-2.0113,64.1933,54.8275,125.41,2.0167,0.5248,109
1239,93.961,472625.7711,5513233.757,133.5734,45.2083,-2.0113,64.1933,54.8275,125.41,2.0167,0.8127,125
1240,86.9794,465418.6555,5514393.339,133.5734,43.6533,-2.0248,63.8358,51.5833,125.5283,1.8333,0.6338,90
1241,91.0635,471106.3859,5514453.281,133.5734,45.2083,-2.0113,64.1933,54.8275,125.41,2.0167,0.5878,95
1242,89.228,469074.1975,5514527.264,133.5734,44.1283,-2.0134,63.7983,53.1325,125.4117,1.9083,0.6341,91
1243,87.455,467207.943,5514623.237,133.5734,44.1283,-2.0134,63.7983,53.1325,125.4117,1.9083,0.6685,93
1244,86.8452,464868.8872,5516182.63,133.5734,43.485,-2.047,64.0725,51.6792,125.1125,1.8083,0.5645,90
1245,86.6354,459940.7298,5494281.34,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.7232,92
1246,86.9218,460530.497,5495051.033,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.4984,93
1247,86.6144,459201.032,5495200.98,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.7361,90
1248,87.253,461949.93,5495640.792,92.1853,44.5933,-2.0138,64.5775,48.2358,126.355,1.6167,0.5171,93
1249,86.7939,458587.2829,5495992.671,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.5397,90
1250,86.6022,458582.2849,5495991.671,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.5397,90
1251,87.0123,459040.1063,5496976.28,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.6236,90
1252,87.1504,460850.3804,5497230.17,92.1853,43.8775,-2.0118,64.8992,46.2133,126.2142,1.5167,0.5663,90
1253,86.9868,459940.7488,5497759.965,92.1853,43.8775,-2.0118,64.8992,46.2133,126.2142,1.5167,0.6329,90
1254,86.388,455657.4715,5498093.855,92.1853,43.6242,-1.9563,65.2042,44.3675,126.2517,1.3667,0.7362,96
1255,86.7325,456772.0232,5498009.882,92.1853,43.6242,-1.9563,65.2042,44.3675,126.2517,1.3667,0.5197,90
1256,86.8129,457581.6984,5498099.843,92.1853,43.6242,-1.9563,65.2042,44.3675,126.2517,1.3667,0.5931,90
1257,86.9248,459321.001,5498339.739,92.1853,43.8775,-2.0118,64.8992,46.2133,126.2142,1.5167,0.5492,90
1258,87.3424,459700.8554,5499629.228,92.1853,43.8775,-2.0118,64.8992,46.2133,126.2142,1.5167,0.5811,90
1259,86.7716,456891.9867,5500119.048,92.1853,43.6242,-1.9563,65.2042,44.3675,126.2517,1.3667,0.6738,91
1260,87.7637,463135.4784,5500176.995,92.1853,44.1733,-2.0037,64.4392,48.4458,126.2733,1.675,0.7013,90
1261,87.5889,461300.2141,5499869.125,92.1853,44.1733,-2.0037,64.4392,48.4458,126.2733,1.675,0.2217,89
1262,85.7869,455834.4125,5500279.99,92.1853,43.6242,-1.9563,65.2042,44.3675,126.2517,1.3667,0.662,90
1263,87.198,458537.3265,5500282.975,92.1853,43.8775,-2.0118,64.8992,46.2133,126.2142,1.5167,0.5847,90
1264,87.6018,461330.2088,5501098.64,120.7396,44.1733,-2.0037,64.4392,48.4458,126.2733,1.675,0.5478,89
1265,87.3317,460270.6359,5501338.55,120.7396,43.8775,-2.0118,64.8992,46.2133,126.2142,1.5167,0.4539,92
1266,84.7995,455842.4204,5502288.196,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.5014,91
1267,86.2433,455842.4204,5502288.196,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.5014,91
1268,86.0274,455842.4204,5502288.196,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.5014,91
1269,87.1824,460150.6925,5502867.946,120.7396,43.4758,-2.0019,64.87,46.9267,126.0467,1.5667,0.786,92
1270,88.2422,463409.3842,5503087.844,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.7306,91
1271,88.3792,463429.3764,5503117.832,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.7306,91
1272,88.2908,463439.3725,5503137.824,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.7306,91
1273,88.3174,463469.3605,5503157.816,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.6703,91
1274,88.2895,463469.3606,5503167.812,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.6703,92
1275,88.3414,463479.3566,5503177.808,133.5734,43.7875,-2.0298,64.0825,49.2567,125.9625,1.7167,0.6703,92
1276,85.7898,455062.7414,5503677.65,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.5083,89
1277,86.4086,456452.184,5503847.577,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.6203,92
1278,86.497,458201.4818,5503967.521,120.7396,43.4758,-2.0019,64.87,46.9267,126.0467,1.5667,0.5327,90
1279,85.6657,453983.1772,5504037.513,120.7396,42.4025,-2.0168,64.755,43.5267,126.015,1.45,0.63,90
1280,86.0699,457501.7677,5504827.185,120.7396,43.265,-1.9816,65.2733,44.8617,126.1008,1.425,0.6886,89
1281,85.3299,454403.0138,5504997.132,120.7396,42.4025,-2.0168,64.755,43.5267,126.015,1.45,0.5678,101
1282,89.2302,464428.9278,5494221.34,92.1853,44.7575,-2.0681,63.4058,51.0067,126.4792,1.825,0.5352,96
1283,92.8769,468337.3663,5494261.305,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.7407,100
1284,91.1176,466638.0519,5495460.839,133.5734,44.7575,-2.0681,63.4058,51.0067,126.4792,1.825,0.765,102
1285,89.6331,466638.0519,5495460.839,133.5734,44.7575,-2.0681,63.4058,51.0067,126.4792,1.825,0.765,102
1286,94.3354,470536.4944,5495460.818,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6748,95
1287,94.3314,470586.4745,5495470.814,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6748,95
1288,94.4657,470616.4626,5495480.81,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6748,97
1289,94.3488,470636.4546,5495480.81,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6748,98
1290,94.4122,470656.4467,5495490.806,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6748,97
1291,94.3593,470696.4307,5495500.802,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6692,96
1292,93.6763,469296.9903,5495570.782,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.5676,98
1293,93.894,469936.7347,5495570.778,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.6738,100
1294,94.1107,471696.0326,5495720.709,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.7171,95
1295,92.4895,468047.4911,5495860.674,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.7457,101
1296,94.2148,473525.3046,5496200.509,133.5734,47.3183,-1.9264,64.515,56.4617,126.2225,2.2583,0.6883,96
1297,87.2255,463989.1143,5496210.557,92.1853,44.5933,-2.0138,64.5775,48.2358,126.355,1.6167,0.7845,106
1298,94.2172,474286.0014,5496335.452,133.5734,47.3183,-1.9264,64.515,56.4617,126.2225,2.2583,0.7114,97
1299,93.9096,471126.264,5496380.451,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.7547,96
1300,94.0371,472046.8962,5496369.451,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.6458,95
1301,91.6821,467667.6469,5496590.387,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.8379,105
1302,90.437,468527.3035,5496600.378,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.8188,108
1303,92.7761,468527.3036,5496610.375,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.8188,108
1304,90.8058,466558.0909,5496730.338,133.5734,44.7575,-2.0681,63.4058,51.0067,126.4792,1.825,0.803,106
1305,93.7977,471796.0007,5497120.155,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6681,96
1306,93.1611,469716.8316,5497180.143,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.7303,96
1307,93.3586,469831.786,5497237.119,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.6832,97
1308,93.2342,470086.6855,5497480.022,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6852,95
1309,93.6307,470616.4739,5497480.019,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6875,96
1310,93.7267,470706.4381,5497510.007,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.7024,98
1311,93.2413,470206.6381,5497569.986,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6852,95
1312,93.6763,471046.3028,5497589.973,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.5901,95
1313,93.2855,470356.579,5497699.933,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6672,96
1314,88.4041,464628.8676,5497839.91,92.1853,44.56,-2.056,63.4592,51.2358,126.39,1.8333,0.8416,98
1315,88.1641,465128.6695,5498119.796,92.1853,44.56,-2.056,63.4592,51.2358,126.39,1.8333,0.8494,103
1316,92.1588,468987.1287,5498189.747,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.7597,100
1317,91.3472,467667.6594,5498839.498,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.7821,103
1318,93.2373,472245.8315,5498949.428,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.3225,99
1319,93.2031,470616.4826,5499019.41,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6919,95
1320,92.806,469846.7908,5499149.363,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.678,95
1321,91.9449,468707.246,5499159.365,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.5673,103
1322,90.169,471096.2944,5499619.17,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.5838,96
1323,92.9022,470916.3694,5500168.953,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.6972,96
1324,89.9359,466887.9783,5500208.961,133.5734,44.56,-2.056,63.4592,51.2358,126.39,1.8333,0.7788,102
1325,92.8213,471716.0503,5500218.929,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.7327,95
1326,91.3881,468797.216,5500228.942,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.5212,103
1327,90.7817,473105.4959,5500288.893,133.5734,48.2975,-1.8618,64.7408,58.1667,126.0742,2.6,0.5599,98
1328,93.0463,473105.4959,5500298.889,133.5734,48.2975,-1.8618,64.7408,58.1667,126.0742,2.6,0.5599,98
1329,93.2356,473745.241,5500388.849,133.5734,48.2975,-1.8618,64.7408,58.1667,126.0742,2.6,0.5727,107
1330,89.2376,466808.0126,5500628.795,133.5734,44.56,-2.056,63.4592,51.2358,126.39,1.8333,0.8344,103
1331,89.8229,466808.0126,5500628.795,133.5734,44.56,-2.056,63.4592,51.2358,126.39,1.8333,0.8344,103
1332,91.0091,467927.5667,5500838.706,133.5734,45.2342,-2.0464,63.9767,52.6433,125.8992,1.9167,0.429,95
1333,93.0646,472905.5815,5501288.498,133.5734,45.915,-2.013,64.4092,53.8958,125.8958,1.925,0.7635,98
1334,92.6471,471496.1465,5501678.352,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.6746,97
1335,90.0916,466906.9771,5501344.512,133.5734,44.56,-2.056,63.4592,51.2358,126.39,1.8333,0.7076,95
1336,91.9373,469381.9899,5501549.416,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.5933,95
1337,90.5579,467527.7332,5502068.222,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.5085,96
1338,91.31,468617.2994,5502278.132,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.6135,94
1339,90.4575,467607.7031,5502398.091,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.5246,96
1340,88.6659,465008.7409,5502428.095,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.6812,91
1341,88.6428,465008.741,5502448.087,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.6574,91
1342,88.7891,465018.7372,5502468.079,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.6574,94
1343,88.7061,465148.6856,5502518.059,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.6914,91
1344,88.7643,465138.6897,5502548.047,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.6914,93
1345,88.7324,465128.6939,5502578.035,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.6914,93
1346,92.1444,470310.6252,5502614.989,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.4396,95
1347,92.2389,471176.2812,5502897.871,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.5421,99
1348,90.3013,467697.6701,5502917.885,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.4475,93
1349,91.2023,468870.2022,5502946.866,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.7411,102
1350,89.9325,467597.7145,5503717.57,133.5734,44.9358,-2.0405,64.1292,52.6742,125.8492,1.8833,0.8565,104
1351,91.8362,470416.5892,5503717.552,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.4964,97
1352,90.1028,470416.5892,5503717.552,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.4964,97
1353,89.0944,466578.1216,5503727.572,133.5734,44.33,-2.0508,63.6083,51.4083,126.0292,1.8333,0.8772,100
1354,91.7696,470626.5101,5504557.218,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.6125,94
1355,91.8377,472155.9014,5504857.09,133.5734,45.9942,-2.0405,64.77,53.9742,125.6358,1.9083,0.5437,102
1356,88.2034,462379.7495,5493071.806,92.1853,44.5933,-2.0138,64.5775,48.2358,126.355,1.6167,0.6429,92
1357,87.4304,459480.9135,5493341.714,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.651,95
1358,86.9923,458121.4598,5493821.531,92.1853,44.2508,-1.945,65.125,45.7933,126.6133,1.45,0.5679,92
1359,88.7129,463499.2996,5493921.464,92.1853,44.5933,-2.0138,64.5775,48.2358,126.355,1.6167,0.5519,94
1360,87.5254,461440.1268,5494081.411,92.1853,44.5933,-2.0138,64.5775,48.2358,126.355,1.6167,0.3398,95
1361,93.2979,469296.9804,5487354.034,92.1853,46.3017,-2.009,64.7358,50.8583,126.1375,1.6667,0.4208,101
1362,94.9272,471905.9366,5489183.295,92.1853,46.3633,-1.9772,64.4,53.3292,126.115,1.925,0.6228,96
1363,92.5741,468497.301,5489803.069,133.5734,45.7433,-2.0268,63.935,51.9792,126.3567,1.825,0.8549,109
1364,94.6197,470966.3134,5490602.738,133.5734,46.3633,-1.9772,64.4,53.3292,126.115,1.925,0.6039,96
1365,92.6028,468427.3293,5492142.143,133.5734,45.7433,-2.0268,63.935,51.9792,126.3567,1.825,0.8603,111
1366,94.7825,470926.3302,5492462.003,133.5734,46.3633,-1.9772,64.4,53.3292,126.115,1.925,0.6678,96
1367,90.7116,466228.2085,5493871.47,133.5734,44.7575,-2.0681,63.4058,51.0067,126.4792,1.825,0.8292,103
1368,89.0433,466228.2085,5493881.466,133.5734,44.7575,-2.0681,63.4058,51.0067,126.4792,1.825,0.8117,103
1369,94.5341,470266.5946,5493961.413,133.5734,45.7708,-2.0022,63.8375,53.9683,126.1092,1.975,0.568,100
1370,90.1894,469694.9342,5512269.158,133.5734,44.1283,-2.0134,63.7983,53.1325,125.4117,1.9083,0.6918,92
1371,97.2345,469011.3106,5528251.81,133.5734,43.4408,-2.0442,63.6758,53.8958,124.5467,2,0.6926,108
1372,96.1676,468793.4676,5539230.447,92.1853,43.035,-2.0084,63.4525,54.43,122.97,2.0833,0.6667,106
1373,84.8221,459566.1312,5537947.014,92.1853,42.58,-2.0331,63.5575,52.3683,123.4808,1.6583,0.6509,95
1374,94.2528,467870.8167,5536469.551,92.1853,42.7158,-2.0394,63.0183,54.575,123.9867,2.05,0.6638,100
1375,86.5759,463429.5434,5529783.237,92.1853,42.31,-2.0663,63.1475,52.2283,124.1,1.7917,0.4369,91
1376,84.2349,460847.5651,5528104.916,133.5734,42.0892,-2.0515,63.5825,50.5192,124.6917,1.65,0.4994,88
1377,85.3218,462747.7869,5524889.184,133.5734,42.9733,-2.0411,64.1942,50.7592,124.955,1.675,0.5988,88
1378,85.6014,463977.2656,5519939.144,133.5734,43.2875,-2.0396,64.4233,49.9667,125.2092,1.65,0.4584,91
1379,87.6222,467527.8255,5516102.646,133.5734,44.2308,-2.0467,64.1867,53.1233,125.0617,1.9083,0.5703,94
1380,89.7005,468650.3311,5509366.319,133.5734,44.4892,-2.0393,63.915,52.8508,125.8217,1.9083,0.6128,92
1381,87.2182,460988.3618,5503954.513,120.7396,43.4758,-2.0019,64.87,46.9267,126.0467,1.5667,0.7288,90
1382,89.9766,464819.068,5542162.308,92.1853,42.4675,-2.0065,63.29,53.6575,123.4975,2,0.4975,100
1383,89.3899,464449.2166,5542402.215,92.1853,42.4675,-2.0065,63.29,53.6575,123.4975,2,0.7012,105
1384,87.5024,467315.9001,5514653.224,133.5734,44.1283,-2.0134,63.7983,53.1325,125.4117,1.9083,0.6685,93
1385,86.5833,464299.1832,5527628.088,92.1853,42.8192,-2.055,63.4733,52.7067,124.585,1.875,0.7244,90
1386,85.8,456297.4255,5536493.609,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.5346,95
1387,84.9826,462676.7968,5521714.445,133.5734,42.9733,-2.0411,64.1942,50.7592,124.955,1.675,0.6559,87
1388,93.9451,469517.8934,5492682.923,133.5734,45.365,-2.0362,63.1892,53.0975,126.1567,1.9083,0.8592,106
1389,91.374,469059.4141,5546840.419,92.1853,42.9958,-1.9827,63.9733,53.9025,123.2175,1.9583,0.757,112
1390,122.1291,475154.8752,5529914.108,133.5734,44.5542,-1.9922,63.5633,57.5725,124.0817,2.3083,0.6591,123
1391,85.2173,462218.0211,5528734.659,133.5734,42.6083,-2.0539,63.8958,51.1458,124.6333,1.7083,0.6338,90
1392,83.3101,457521.8564,5520920.785,120.7396,41.75,-2.0551,63.4317,49.0658,125.055,1.575,0.7431,84
1393,106.204,442507,5426158,120.7396,47.0358,-1.5403,62.9308,45.0567,131.5442,2.5,0.7081,108
1394,105.2999,444457,5426328,120.7396,47.0358,-1.5403,62.9308,45.0567,131.5442,2.5,0.6357,107
1395,105.9047,444147,5425208,120.7396,47.0358,-1.5403,62.9308,45.0567,131.5442,2.5,0.6887,107
1396,142.7165,427943,5431007,130.8274,44.6108,-1.5142,61.4958,40.9417,130.7783,2.675,0.8563,150
1397,148.3013,425802,5431330,130.8274,45.0533,-1.6118,62.09,41.7425,130.4425,2.7083,0.7387,149
