x,y,Nitrat,huek_250_he,buek_200_bodtyp,clc5_2018,gk_1000,humus_1000,hyraum_tr,Thuenen_2019,mundialis,NDVI
513506.3374,5441262.255,25.46666667,469,32,15,24,5,6301,10,60,7062
567059.9918,5346834.517,33.37222222,299,17,12,237,5,4104,34,20,6663
399005.7634,5311201.993,52.37777778,267,14,12,24,5,3101,888,40,5254
496036.2857,5291571.999,35.32,321,14,15,113,8,4101,10,60,7945
449814.6051,5425343.712,26.9,263,14,3,85,7,3101,888,20,6045
470174.6155,5460822.587,49.91111111,263,2,17,65,7,3101,888,20,6547
488457.3037,5286164.103,15.58333333,321,14,2,98,8,4101,888,10,6297
517037.8389,5362973.681,12.98,573,28,14,579,7,6402,888,10,8563
464501.842,5433334.513,20.73333333,263,32,3,24,8,3101,888,40,4877
516163.1525,5371124.932,26.02,469,17,1,583,12,6302,888,20,5521
438247.2386,5415004.903,8.7,263,5,2,24,5,3101,888,40,5493
446216.1545,5277839.305,25.6,537,28,16,602,7,6203,555,20,8657
474868.7608,5480368.764,8.8,263,15,11,24,5,3101,888,40,4760
437109.6331,5408150.569,41.4,263,14,1,24,5,3101,888,40,4333
429395.5372,5376930.265,30.32,469,32,14,834,5,10101,999,20,6605
519172.913,5362130.054,13.52,303,17,2,579,7,6402,888,10,7026
559377.8247,5408856.104,16.04,508,2,15,585,7,6302,888,10,7528
422904.2943,5370401.468,20.68,267,14,3,94,8,3101,888,20,4512
428137.387,5379120.13,14.125,267,32,14,24,5,3101,999,60,6516
407055.5638,5334333.83,5.8375,267,32,3,24,5,3101,888,40,4662
444301.7753,5422289.914,8.34,263,5,2,24,5,3101,888,40,5321
466484.9892,5438520.933,31.82222222,263,32,12,24,5,3101,41,60,5937
413311.0448,5366282.18,60.65,267,14,12,85,5,3101,888,20,5975
401902.5436,5319040.791,57.07,267,15,2,85,5,3101,999,40,5147
412441.4511,5365932.342,61.66666667,267,14,12,85,5,3101,999,40,6245
448983.9801,5299495.636,12.075,544,28,17,602,7,6202,888,10,8083
412989.2215,5365999.277,66.02352941,267,14,12,85,5,3101,92,60,6247
564056.468,5343856.118,24.96666667,321,5,15,24,5,4104,91,40,6347
580313.2789,5327262.537,25.14444444,321,14,2,113,7,4104,888,40,6617
413396.0203,5365865.297,61.55,267,14,12,85,5,3101,92,60,6215
446363.9631,5408967.222,11.9,263,32,11,24,5,3101,888,20,6286
474095.0927,5464372.153,11.25555556,263,14,17,65,8,3101,888,10,8075
412552.3694,5365311.589,58.0875,267,14,12,85,5,3101,41,60,5538
413055.5641,5365179.434,70.4,267,14,2,85,5,3101,33,50,5732
406881.6362,5319117.821,2.244444444,267,5,16,85,8,3101,888,10,8749
462742.5871,5439548.079,56.42222222,263,14,15,65,5,3101,888,20,6347
413635.9701,5364184.967,11.7875,267,5,16,85,5,3101,888,10,7533
412464.4026,5364033.068,76.6,267,14,12,85,5,3101,92,60,5974
412453.3994,5363402.304,60.75,267,14,12,85,5,3101,31,40,7379
413044.1374,5363263.353,46.1875,267,14,16,85,5,3101,888,10,7951
559461.2872,5321544.879,36,321,14,12,33,3,4104,555,20,7033
462069.8803,5450908.519,3.855555556,263,2,18,85,8,3101,888,10,8607
558736.5705,5320208.87,36.8625,321,14,15,113,3,4104,160,20,7343
412701.2872,5361588.067,63.4125,267,14,12,85,5,3101,92,60,6073
461555.0731,5451223.374,0.45,263,2,18,85,7,3101,888,20,6926
460493.4624,5455214.827,0.366666667,263,36,15,24,8,3101,888,20,7630
525376.664,5412066.927,42.48,521,15,14,597,5,6301,888,40,7045
415513.2282,5287153.654,12.01666667,1065,2,18,834,7,10101,888,10,7986
412539.4096,5374778.781,5.22,267,32,12,24,5,3101,888,20,6566
573163.0493,5357602.495,20.51428571,314,32,16,24,8,4104,888,10,7743
454686.7621,5275232.325,25.55,321,14,12,94,5,6302,888,60,7080
469037.0642,5443171.562,56.38888889,263,2,3,65,5,3101,888,50,5154
489728.82,5424855.896,32.6875,521,5,1,597,5,6301,888,40,5631
413927.9269,5373183.041,0.5,267,14,12,24,7,3101,555,20,7852
489294.4912,5289357.919,13.76,321,14,4,113,12,4104,888,40,2937
413019.2332,5381907.91,3.433333333,267,32,5,24,12,3101,888,40,2893
441132.1059,5420518.631,0.566666667,263,42,16,24,8,3101,888,10,8204
454572.7547,5445655.694,0.455555556,263,32,16,24,8,3101,888,10,7317
577951.5381,5348727.748,15.5,314,42,12,24,8,4104,33,60,7647
403173.2059,5267366.55,10.46666667,530,28,16,85,8,6203,888,10,8802
417805.8896,5275554.21,7.98,321,32,2,602,8,10101,888,50,5476
492097.8042,5417551.748,32.625,530,28,15,603,5,6203,555,20,5730
526674.0064,5419560.861,20.61428571,530,28,16,603,7,6203,555,20,7409
467044.8334,5463723.341,20.5,263,14,1,85,12,3101,888,40,4362
524776.6988,5407416.793,53.14285714,524,32,15,94,5,6301,888,40,6458
457381.6525,5278848.856,25.925,321,14,127,113,5,6302,888,40,5314
467418.6844,5462874.735,0.4125,263,14,2,65,12,3101,888,20,3786
489406.9187,5289527.87,9.24,321,14,3,113,12,4104,888,10,2937
467673.0333,5463364.18,19.61111111,263,14,2,85,12,3101,888,20,4673
583645.8007,5325796.86,39.42,321,14,2,24,8,4104,888,20,5895
534890.6459,5398789.261,21.5,513,2,15,595,7,6301,160,20,7566
450670.3857,5273905.856,20.86,321,14,12,113,5,6302,91,60,6468
422298.5468,5291182.089,3.04,290,2,15,747,8,10101,10,10,8365
460465.4973,5443423.466,0.455555556,263,14,18,65,7,3101,888,10,8119
498734.1728,5395337.645,30.86,521,15,3,598,12,6301,888,40,6388
465225.4925,5482055.541,16.83,263,14,2,24,12,3101,888,20,5211
396990.6281,5307550.385,47.95,267,14,12,85,5,3101,92,50,5399
431298.9783,5281615.842,7.35,1065,2,15,834,8,10101,10,20,7673
395336.2787,5272829.343,15.66,267,17,16,85,5,3101,888,10,5764
509349.9331,5396573.168,11.95,508,14,3,94,7,6302,888,40,3011
421835.6881,5392621.694,3.913333333,267,42,3,24,8,3101,888,50,5732
410542.1981,5269758.511,6.94,321,32,3,85,12,6203,888,40,3217
410600.2099,5269980.501,13.41666667,321,32,3,85,12,6203,888,40,3544
420836.1943,5388213.47,24.8,267,14,12,85,5,3101,999,40,6626
467972.4906,5466733.253,3.2,263,2,17,65,7,3101,888,10,8090
532225.7739,5419411.919,16.36,521,14,15,94,5,6301,888,10,6817
546092.1145,5396422.204,0.45,508,14,15,585,7,6302,888,40,6917
527773.5673,5425830.379,40.75,521,5,2,597,5,6301,888,40,6795
409840.4974,5268850.889,18.86666667,321,32,3,85,12,6203,888,20,4304
464019.0959,5455846.579,0.411111111,263,32,3,33,7,3101,555,20,4990
532296.6588,5415510.487,8.683333333,521,34,15,596,7,6301,555,10,7337
544433.8173,5404088.102,8.51,469,5,3,597,7,6301,888,40,5195
397865.9876,5313214.04,75.25,267,17,16,85,7,3101,888,10,7965
498204.3902,5395661.486,28,521,15,12,598,12,6301,888,10,5502
440828.2284,5417631.753,4.8,263,5,15,24,5,3101,888,40,7249
395756.1259,5310279.402,26.02222222,267,17,17,24,7,3101,888,40,7164
414058.7239,5321170.019,16.56666667,267,5,16,85,5,3101,888,10,8717
447845.3611,5401083.368,10.25,559,2,17,615,8,6202,888,10,8761
404902.4179,5330746.216,72.55,282,15,13,94,12,3103,999,20,6816
461156.1944,5436729.111,9.177777778,263,14,3,85,5,3101,888,10,7506
446967.8339,5274041.734,17.575,321,32,16,113,8,6203,888,20,8014
447908.3357,5420721.561,36,263,14,12,85,5,3101,888,50,4535
411109.9287,5358465.237,51.01666667,267,14,12,85,5,3101,31,60,5735
467937.5124,5475538.72,36.78571429,263,2,18,85,7,3101,888,10,7276
591692.1888,5376663.965,36.6,324,26,2,516,5,4104,888,40,5668
446102.0966,5419104.185,34.44,263,14,14,65,5,3101,555,20,5480
393634.9352,5296166.021,38.3375,267,14,15,85,5,3101,555,20,6561
407100.2396,5347419.137,1.3,267,14,12,85,5,3101,888,60,6076
394849.4333,5295274.328,46.91111111,267,15,21,526,5,3101,888,10,7049
393833.8964,5278222.128,33.03,267,14,12,520,5,3103,33,60,5118
410405.248,5332395.54,1.066666667,267,5,11,24,5,3101,888,40,7028
435330.3575,5393711.297,3.7,267,32,3,94,12,3101,888,20,4038
455819.2238,5427131.942,7.1,263,14,10,24,12,3101,888,40,4124
398738.2241,5304622.551,51.1875,267,32,12,24,5,3101,92,60,5867
426620.6366,5386626.357,35.14,267,32,12,24,5,3101,999,40,8428
538699.1338,5406881.005,8.8,469,5,2,24,7,6301,888,20,5264
455592.3163,5425852.502,21.15,263,14,2,24,13,3101,888,20,5528
456335.0023,5423823.307,27.03333333,263,14,2,85,12,3101,888,20,5532
530062.5653,5413723.227,23.3,521,34,15,597,5,6301,10,20,7355
594082.1085,5377644.809,36.66666667,324,26,12,516,5,4104,41,60,6174
512685.5351,5407719.645,0.42,521,22,3,597,13,6301,888,20,6290
512648.6184,5407879.635,3.84,521,22,3,597,13,6301,888,20,6290
572295.5533,5357695.658,9.19,314,32,16,24,8,4104,888,10,8665
407094.5811,5268341.125,15.45,321,14,15,24,8,6203,10,20,7191
402840.2111,5312540.394,58.47777778,267,32,12,94,12,3101,888,10,6017
543357.2735,5405486.586,23.775,521,34,3,597,7,6301,888,40,5410
584142.8011,5372370.73,33.6,324,32,12,579,7,4104,555,20,5341
584238.7637,5372396.73,37.54444444,324,32,12,579,7,4104,34,20,6360
423335.0949,5381126.278,26.2,267,5,16,24,5,3101,888,10,8458
407624.9268,5279135.506,8.4,498,2,17,659,7,10101,888,10,8875
438405.0636,5385644.423,3.32,1068,2,17,762,8,10101,888,10,7738
522940.6134,5448359.426,18.1875,521,5,15,596,5,6301,10,20,7196
431710.8321,5387518.79,16.8,267,17,2,94,5,3101,888,40,6222
401793.5985,5337327.645,61.8125,267,14,12,85,5,3101,31,20,6292
404172.6941,5333065.407,45.38571429,267,14,12,94,5,3106,888,50,5154
407876.2479,5355619.366,18.8375,267,14,2,24,5,3101,888,40,6095
474870.0532,5466116.647,48.1,263,14,2,24,8,3101,888,40,4071
520432.6093,5445865.361,5.8625,469,17,15,597,5,6301,888,20,6759
404186.7669,5267265.573,19.4875,321,14,12,85,8,6203,34,60,7152
456164.9974,5425469.64,21.4,263,14,11,85,13,3101,888,40,6827
538149.3684,5405871.394,7.5,521,34,2,24,7,6301,888,40,3279
541992.7667,5406176.302,10.7,469,5,3,24,7,6301,888,40,4064
448898.8133,5275445.602,20.275,321,14,3,113,8,6203,888,20,3879
445739.2936,5274480.625,21.04,321,32,12,602,8,6203,33,60,5486
405991.0138,5267809.417,37.4,321,14,12,24,8,6203,999,60,7192
424774.5406,5365470.463,4.3125,469,14,14,834,8,10101,555,20,6749
437254.5707,5388784.249,11.1875,1068,2,17,762,8,10101,888,10,7523
462973.5014,5447467.895,20.66666667,263,2,3,65,7,3101,888,50,5578
456242.0593,5429656.967,7.94,263,14,10,85,13,3101,888,20,8247
405703.1944,5267987.25,23.15714286,321,14,15,85,8,6203,999,60,7367
405318.7246,5267730.234,21.9875,321,14,12,85,8,6203,10,20,6731
571935.7402,5360794.377,4.15,324,22,3,24,12,4104,888,40,3651
520376.5195,5418931.176,35.45,524,14,15,94,5,6301,555,20,7401
438843.0044,5273514.114,0.3,321,32,12,113,7,6203,999,60,6664
439578.6496,5406356.225,0.525,263,14,16,85,7,3101,888,10,6460
523830.2476,5445595.498,53.41428571,521,17,12,596,5,6301,555,20,6502
521374.2056,5445487.503,17.9375,469,5,15,597,5,6301,10,20,7095
413477.0414,5354983.649,0.6125,267,32,3,24,12,3101,888,40,4216
414483.4044,5365965.729,22.325,267,5,16,85,5,3101,888,10,8345
522125.9365,5446380.158,47.9125,521,14,12,597,5,6301,555,20,6672
528350.2883,5406506.115,0.88,521,32,3,24,5,6301,888,40,5470
400618.2182,5276103.097,11.1,267,32,16,602,12,6202,888,10,6599
443196.2729,5411534.269,0.5,263,14,3,24,12,3101,888,50,4738
443172.2706,5407970.663,19.84444444,263,14,12,24,5,3101,999,20,6325
425319.3048,5370038.65,39.64,1065,2,13,834,8,10101,555,20,6919
464206.0276,5479180.27,5.855555556,263,5,2,24,5,3101,888,40,4438
414168.7174,5326337.98,16.175,267,5,16,85,5,3101,888,10,8372
535120.5527,5405476.476,9.4,469,5,2,24,7,6301,888,40,4671
527063.7986,5409055.068,44.26,521,34,12,597,12,6301,10,20,6892
588801.9737,5382983.434,25.94444444,495,28,2,579,5,6402,888,30,6106
595766.1821,5378477.236,28.71111111,324,5,3,24,5,4104,888,20,5358
513663.1091,5395345.582,32.01428571,508,2,15,585,5,6301,160,20,6683
401254.8073,5332402.592,45.8875,282,17,13,791,12,3106,160,20,7266
402786.2003,5326175.036,28.82,282,17,13,796,12,3106,999,20,7589
409566.5954,5312116.668,9.4125,256,14,2,583,7,3103,888,10,8031
402623.3248,5300638.23,50.61428571,256,14,15,519,12,3103,555,20,7182
405892.0679,5293012.36,5.84,1065,2,18,834,8,10101,888,10,7795
406645.7952,5276459.933,19.89,544,28,16,602,5,6203,888,20,8492
404032.847,5269910.491,4.677777778,537,28,16,602,7,6203,888,10,8753
420489.2568,5358181.345,8.95625,559,2,16,608,8,3103,888,20,8667
420753.0957,5347825.472,4.15,1068,2,17,807,7,3103,888,10,8927
414271.7194,5333190.217,4.7,557,14,16,607,7,3103,888,10,8893
420232.2863,5299117.944,3.84,290,2,15,752,8,10101,888,20,8209
432640.3383,5365227.588,4.661538462,503,3,17,807,8,10101,888,10,8282
425766.8145,5332026.248,10.16666667,1068,2,17,752,8,10101,888,10,8640
425661.1498,5324185.837,4.366666667,1068,2,17,752,8,10101,888,10,8751
432417.5333,5305208.399,2.985714286,1068,2,17,752,8,10101,888,20,8286
428106.4735,5277624.518,3.733333333,1065,2,17,834,8,10101,888,10,8271
445086.5122,5328697.082,5.54,1065,2,17,834,8,10101,888,10,8079
446860.8499,5305553.2,3.525,557,4,17,612,7,6202,888,10,7928
437722.4742,5287848.257,7.7,290,2,17,834,8,10101,888,10,7739
442947.4009,5279893.446,30.55,544,17,15,602,8,6203,555,20,7607
454627.7055,5416899.051,7.095238095,557,14,16,612,7,3103,888,10,8517
458970.935,5408750.334,7.375,559,2,15,612,7,6202,555,20,8417
455522.3617,5392361.847,4.475,559,3,17,615,7,6202,888,10,8375
451293.9562,5332205.704,8.425,557,3,17,612,7,6202,888,10,8007
451849.7948,5321943.748,1.171428571,557,2,17,612,7,6202,888,10,8117
462099.774,5292431.564,50,537,28,17,602,5,6203,888,10,7558
470951.3112,5434757.275,70.22857143,530,17,12,94,5,6203,555,20,8500
467568.3565,5297117.716,17.875,286,2,17,515,7,6402,888,10,8436
483488.2789,5454010.232,51.45714286,521,32,12,597,7,6301,888,20,6162
477513.6876,5436734.119,72.505,524,17,12,598,5,6301,888,60,5969
487216.7359,5301940.815,7.7,290,14,15,223,7,6402,10,20,7890
489135.4438,5449751.506,42.6875,521,32,15,596,5,6301,888,20,7274
496935.8306,5297999.469,75.9,311,14,15,516,8,4101,888,20,7417
507164.3556,5335452.875,14.525,495,32,15,579,7,6402,555,10,7775
520872.4359,5428316.087,37.7,521,5,11,597,5,6301,888,20,6963
512497.6322,5345363.671,9.733333333,495,32,16,579,7,6402,888,20,8109
516598.1593,5337156.408,22.74444444,495,28,16,579,7,6402,888,20,7068
522565.6844,5301778.128,21.5,299,14,17,317,7,4104,888,10,7276
528361.6398,5483256.408,28.8875,544,32,12,604,5,6203,10,20,6566
530772.2756,5381766.059,4.411111111,505,2,16,583,7,6302,888,10,8431
543357.7169,5502657.636,31.73333333,557,34,17,612,5,6201,888,10,7994
544611.1349,5481396.178,27.86,544,28,15,607,7,6203,888,20,7123
546064.338,5450498.445,33.8,524,2,12,597,5,6301,34,60,7145
555122.5188,5399648.8,18.44444444,576,2,15,583,7,6302,10,20,7978
557981.3054,5362853.606,25.116,495,5,16,579,8,6402,888,10,8092
566848.0862,5472679.556,54.08,544,32,2,603,7,6203,555,10,7271
432651.4383,5318611.083,5.6,1068,2,17,752,7,10101,888,10,8320
435569.286,5300980.103,2.9,290,2,15,845,8,10101,888,10,7722
449879.5848,5395865.461,5.02,1065,2,17,833,8,10101,888,10,8910
469321.8086,5314913.663,23.575,508,2,15,585,7,6302,10,20,7229
487366.581,5309646.8,16.25,286,17,15,514,5,6402,10,20,7960
476375.1307,5301394.022,45.86666667,286,17,12,514,5,6402,10,20,6148
495546.4492,5427487.804,7.5,517,2,13,596,5,6301,110,40,7257
510401.4264,5348485.374,14.2,469,17,12,579,7,6402,888,20,7719
515950.2138,5338531.938,14.492,495,32,2,579,7,6402,888,40,6908
522944.5659,5296399.23,33.76,286,17,2,514,8,4101,888,10,7308
536040.2941,5439063.09,14.04,515,2,15,596,7,6301,888,20,6774
534050.1157,5438400.356,14.31666667,515,2,18,596,7,6301,888,10,7392
526167.3408,5296209.288,8.3,299,14,15,317,7,4104,10,20,7327
556780.1977,5476139.202,27.775,544,28,15,607,5,6203,160,20,7276
572327.8671,5480957.2,43.62,535,28,2,604,7,6203,888,20,6792
585210.5506,5429346.821,6.175,515,2,17,596,7,6301,888,10,8216
404706.5401,5295039.565,6.28,1065,2,18,834,8,10101,888,10,8439
420966.0813,5351757.961,4.52,502,2,15,608,8,3103,888,10,7837
418157.0982,5332825.376,9.066666667,557,32,15,608,7,3103,10,20,8260
448797.8462,5391199.749,2.8125,559,2,17,615,8,6202,888,10,8168
474913.646,5308049.363,6.7,573,17,12,583,7,6402,33,60,6694
507521.8753,5473969.185,7.088888889,557,2,17,610,7,6201,888,10,8779
504222.0372,5438544.332,36.3875,521,17,15,597,12,6301,10,20,6974
514857.6468,5333651.285,22.22,303,5,2,579,7,6402,888,20,7624
524886.8421,5295821.971,7.35,286,17,16,514,8,4101,888,10,8867
551583.9134,5414333.008,1.916666667,515,5,17,596,7,6301,888,10,8212
440560.8336,5385331.866,4.08,1065,3,17,615,7,10101,888,10,7461
555902.4321,5457058.876,14.9,537,28,15,603,7,6203,555,20,7966
572167.9541,5479066.058,44.21428571,530,28,15,603,7,6203,10,20,7814
556952.0391,5457753.516,22.05333333,530,34,12,598,5,6203,31,60,6983
455442.398,5395380.627,4.49375,1065,2,18,833,8,10101,888,10,8092
572485.4849,5351158.25,2.59,299,4,3,317,8,4103,888,20,6956
451833.7881,5434135.189,0.6,263,5,3,24,12,3101,888,40,4810
456806.8386,5424568.911,22.7,263,14,2,85,12,3101,888,40,6778
506711.9468,5400208.668,0.971428571,515,2,16,596,7,6301,888,10,7894
452093.699,5434485.023,0.5,263,5,3,24,12,3101,888,40,5816
591268.0169,5376293.078,38.47777778,324,26,3,516,5,4104,888,20,5257
421050.9705,5314732.564,10.74285714,321,2,12,24,7,10101,10,20,7465
574294.7975,5361903.925,22.23333333,569,32,3,24,12,6402,888,40,4799
520701.3487,5415832.321,32.725,524,2,12,598,5,6301,41,60,6544
515518.5512,5446370.188,26.3625,469,32,3,24,12,6301,888,40,2028
583050.2612,5370879.361,38.41111111,324,26,12,94,5,4104,92,60,5426
415668.1049,5310038.438,8.48,1068,2,17,747,8,10101,888,10,8577
402793.2307,5322649.416,36.86666667,267,5,12,33,5,3101,888,60,6857
456977.8451,5443667.424,1.177777778,263,36,12,33,7,3101,888,60,5830
443684.0493,5412928.654,0.62,263,32,3,65,7,3101,888,40,5643
451625.8766,5435869.535,0.5,263,5,3,24,12,3101,888,20,7154
450444.3093,5405421.69,8.4,265,32,3,659,12,10101,888,40,4092
472195.9224,5494948.068,0.5,263,32,12,24,5,3101,10,20,6692
512287.7465,5401276.267,25.3,521,22,1,597,13,6301,888,40,4278
484680.8855,5479167.195,4.8875,559,2,18,615,7,6201,888,10,8667
486063.289,5477185.028,6.466666667,559,2,15,615,7,6201,160,60,7885
508255.3826,5411107.241,39.7,521,14,3,598,5,6301,888,40,4471
487099.8351,5460994.466,6.1,530,32,3,603,5,6203,888,40,5720
478489.9696,5475410.657,8.323529412,502,2,16,615,7,6201,888,20,8328
483108.4764,5466982.034,7.75,548,4,16,610,7,6201,888,10,7882
472235.7948,5470897.527,35.05714286,263,14,12,85,5,3101,888,50,5385
481028.309,5476135.35,13.01875,559,2,18,807,7,6201,888,10,8823
472545.6839,5470928.539,40.42222222,263,14,15,85,5,3101,999,20,5889
472934.528,5470842.556,42.05,263,14,11,85,5,3101,888,20,5862
459790.8758,5491651.422,1.5875,263,5,12,24,5,3101,92,60,7029
407831.2284,5321429.905,8.025,267,5,3,85,8,3101,888,40,4644
407494.3479,5321149.941,12.2,267,5,3,85,8,3101,888,20,6115
457401.5841,5433405.436,4.622222222,263,2,17,85,7,3101,555,20,7888
407802.8617,5320326.862,11.8,267,5,2,85,8,3101,888,20,6746
451143.2331,5420978.042,0.966666667,263,14,16,85,7,3101,888,20,8820
472005.9047,5469011.277,13.27777778,263,14,12,24,5,3101,999,40,4836
467727.5998,5460504.671,17.58888889,263,14,3,65,7,3101,888,40,4882
465603.4149,5459755.01,54.62222222,263,14,3,85,5,3101,888,40,4635
468227.4053,5459385.125,67.26666667,263,14,11,24,5,3101,888,20,5168
469990.3517,5456272.813,32.18888889,263,2,12,65,7,3101,888,40,7604
457206.6843,5428437.454,0.525,263,22,3,85,13,3101,888,10,4645
455298.4604,5428069.617,4,263,22,1,65,13,3101,888,10,4321
415381.2133,5325594.244,57.78888889,267,5,12,85,5,3101,888,60,6060
419819.5021,5325984.034,32.15,267,5,12,752,5,10101,33,60,5931
454621.3131,5428864.987,2.48,263,14,4,65,13,3101,888,20,4508
512398.6722,5406927.971,14.38333333,521,22,3,597,13,6301,888,40,2561
455224.4529,5430590.592,0.5,263,14,3,65,13,3101,888,10,5106
472280.7586,5459718.946,78,263,14,12,65,5,3101,60,50,5258
467304.7816,5470376.756,53.97692308,263,14,2,24,5,3101,888,50,5025
466768.9782,5467595.132,38.76666667,263,2,12,65,5,3101,888,40,4578
472538.7412,5486015.566,0.528571429,263,32,12,33,5,3101,31,60,6219
474424.9742,5493091.663,0.5,263,32,2,836,5,3101,888,40,4240
474532.9856,5486078.594,51.1,263,5,3,24,5,3101,888,40,5509
469656.8547,5469880.943,24.04444444,263,14,3,24,12,3101,888,40,3827
463045.532,5487198.136,20.75,263,14,2,65,13,3101,888,10,6883
462008.5411,5489017.732,1.1,263,14,11,65,12,3101,888,40,5885
515176.5274,5406234.278,0.5,469,14,3,24,13,6301,888,40,4805
473550.3523,5483317.623,33.3,263,14,12,24,5,3101,888,50,5493
462310.8709,5478746.079,0.5,263,5,2,24,13,3101,888,20,5009
461930.0052,5491212.545,0.888888889,263,5,12,33,5,3101,888,40,6587
454287.6096,5429423.364,5.5,263,14,3,65,13,3101,888,20,5014
463517.3376,5483060.744,51.3875,263,14,3,24,13,3101,888,40,3423
455266.4756,5431776.127,9.133333333,263,14,10,85,13,3101,888,20,6026
520196.5405,5398549.291,54.98,469,2,2,24,5,6301,888,20,4266
475384.6399,5486834.246,21.58,265,29,3,444,5,3101,888,40,4914
473723.2225,5475598.691,19.55789474,263,14,12,24,5,3101,888,10,5668
463613.2272,5448124.674,14.46666667,263,14,12,65,5,3101,888,50,4434
469141.9971,5470587.672,65.74,263,14,1,24,12,3101,888,40,3676
523190.3115,5394952.798,49.18571429,508,15,12,585,5,6302,888,40,5739
521356.0971,5398469.329,13.02,469,32,3,24,12,6301,888,40,3675
521745.9434,5398389.347,9.483333333,469,32,2,24,12,6301,888,40,4297
469001.5808,5472974.748,61.02222222,263,14,12,85,5,3101,160,60,4678
472660.6071,5491187.524,0.5,263,32,15,24,5,3101,10,60,6984
456380.0147,5429040.212,1.5,263,14,10,85,13,3101,888,20,6739
472527.7193,5489612.125,0.633333333,263,32,12,24,5,3101,10,20,6140
464113.4408,5466280.758,12.98888889,263,32,2,33,5,3101,888,20,6576
466190.2762,5487067.203,1.25,263,2,18,65,7,3101,888,10,8326
514009.7507,5403839.361,0.583333333,467,22,1,597,13,6301,888,50,4138
472693.6635,5472617.887,23.58888889,263,14,10,85,12,3101,888,40,5664
523512.2232,5415918.284,29.28571429,521,15,12,597,5,6301,80,50,6471
522645.5887,5414722.787,43.01666667,524,14,12,603,5,6301,80,60,6455
474534.9437,5487024.15,17.98,263,32,12,24,5,3101,888,40,5886
474226.0388,5472035.126,45.33333333,263,14,1,85,12,3101,888,40,4715
468687.2327,5475088.891,31.54210526,263,14,11,65,5,3101,140,40,5037
468697.2477,5474355.179,37.05555556,263,14,16,65,5,3101,888,40,7608
475152.1723,5478410.987,72.15714286,265,14,12,444,5,3101,92,60,5919
468331.9542,5471826.128,42.47777778,263,2,3,24,12,3101,888,40,4293
457971.4344,5438493.445,7.06,263,14,18,65,7,3101,888,10,5488
453251.0068,5432796.866,0.5,263,12,3,33,5,3101,888,40,6745
472548.6776,5469903.934,30.1875,263,14,15,85,5,3101,999,40,5989
474616.8773,5468569.428,12.57692308,263,32,2,24,5,3101,888,40,5716
469956.75,5476668.26,23.75555556,263,14,3,24,5,3101,888,40,5333
468777.2396,5481686.301,55.47777778,263,14,12,24,5,3101,888,40,5886
451871.9472,5430525.613,11.8,263,5,11,65,13,3101,888,20,6535
471501.1149,5481211.459,46.85,263,14,12,24,5,3101,888,20,5767
466985.9181,5484760.142,21.85,263,2,2,24,12,3101,888,40,4327
475519.4739,5478722.401,55.31111111,265,14,12,834,5,3101,888,40,5636
475103.7209,5480452.738,33.48888889,263,15,2,834,5,3101,888,40,4504
517112.4497,5404053.307,0.685714286,469,22,3,24,13,6301,888,40,4596
467601.6569,5474830.946,38.65555556,263,2,17,65,7,3101,888,10,8166
467601.6831,5475508.68,26.9,263,14,15,65,7,3101,160,60,7657
467626.6857,5476498.341,26.0875,263,2,17,65,7,3101,888,10,7267
472992.5795,5482127.091,73.59,263,14,12,24,5,3101,10,60,5558
472810.6323,5480231.871,46.7,263,14,12,24,5,3101,555,20,6428
516277.1408,5406986.943,10.21666667,469,32,3,24,13,6301,888,40,4781
472610.6911,5474289.161,21.92941176,263,14,12,24,5,3101,888,20,5934
464721.8678,5480791.67,49.625,263,5,2,24,12,3101,888,10,5549
466166.2341,5476806.252,35.3,263,2,18,65,7,3101,888,10,6628
474220.0253,5481015.501,65.11111111,263,14,12,444,5,3101,33,60,5803
472754.0878,5479890.729,33.47777778,263,14,2,24,5,3101,888,60,6125
468146.5083,5476936.105,28.3,263,2,3,65,7,3101,888,20,4230
458585.0096,5430408.957,9.466666667,263,2,17,85,7,3101,888,10,7744
479033.0164,5377257.919,14.74,548,17,3,610,7,6203,888,40,5795
542822.5162,5422424.68,12.3,515,2,15,596,5,6301,555,10,7545
546454.9981,5413378.33,8.8,508,2,3,585,7,6302,888,20,4910
413280.0917,5377846.587,0.5,267,32,12,24,5,3101,92,20,7235
562701.6368,5281143.574,9.866666667,321,42,2,98,12,4101,888,40,6498
409868.4625,5354010.021,7.1625,267,12,15,85,8,3101,555,10,7754
419530.6353,5382482.654,0.5,267,5,15,24,5,3101,555,20,8056
415128.4041,5381645.043,0.566666667,267,32,12,24,5,3101,555,10,6724
568412.1036,5356216.25,50.86,321,12,3,516,5,4104,888,20,5843
575969.1631,5298100.813,15.875,321,14,3,24,8,4104,888,40,3016
416644.804,5376256.161,0.55,267,32,15,24,5,3101,999,20,6515
553933.3884,5485499.527,49.88,544,32,12,607,5,6203,160,20,7629
415487.2291,5384374.002,0.5,267,32,12,24,5,3101,34,60,6931
516638.9765,5403759.189,1.083333333,469,22,3,24,13,6301,888,40,3342
566901.155,5471638.045,34.05555556,544,28,11,603,7,6203,888,20,6436
453854.9721,5400669.547,10.1,1065,2,14,615,8,10101,555,20,7629
395859.9766,5319572.6,8.08,267,42,12,24,5,3101,999,40,6647
