GW-Nummer,x,y,Nitrat,huek_250_he*,buek_200_bodtyp*,clc5_2018*,gk_1000*,humus_1000*,hyraum_tr*,Thuenen_2019*,mundialis*,NDVI
455,471612.9424,5361527.113,26.88333333,537,28,17,602,7,6203,888,20,8185
456,476829.9019,5343970.205,13.3,513,2,17,585,5,6301,888,10,7236
457,477959.5206,5318584.97,56.26666667,505,2,12,583,7,6402,10,20,7063
458,489798.7704,5456219.334,24.03333333,524,32,3,598,12,6301,888,20,6202
459,498253.3633,5339557.963,5.8,573,17,15,579,7,6402,10,20,7443
460,519602.0887,5485837.33,46.34,548,4,15,610,7,6201,10,20,6478
461,520751.3208,5376498.248,19.88333333,469,32,3,583,12,6302,888,40,3634
462,533829.2234,5447964.541,63.87647059,521,34,12,597,5,6301,33,60,6607
463,534700.6583,5365512.232,18.78888889,495,28,16,579,7,6402,888,10,8596
464,537464.6464,5352122.904,24.21111111,495,32,15,579,8,6402,555,20,8170
465,549320.2406,5494876.685,31.40434783,544,32,15,607,7,6203,10,20,6604
466,581831.766,5398869.044,14.15714286,495,28,16,579,7,6402,888,10,7592
467,586291.0323,5416305.054,68.25,576,2,12,583,5,6302,555,10,7531
468,396567.8147,5302317.553,62.6125,267,14,12,24,5,3101,999,40,5103
469,394696.5393,5278566.991,25.71111111,256,29,2,520,12,3103,888,20,6559
470,399894.5146,5266321.934,10.1,321,32,11,24,7,6203,888,20,6102
471,466218.1528,5441397.328,39.6875,263,5,18,65,5,3101,888,40,7184
472,464318.8548,5368231.485,11.1,537,17,18,610,7,6203,555,20,7832
473,480650.8554,5416578.156,26.175,469,32,3,607,12,6203,888,20,6800
474,532079.9639,5446176.23,33.68,521,32,3,94,5,6301,888,40,5892
475,525474.4545,5322118.016,39.75,321,14,3,24,5,4104,888,50,4956
476,550699.667,5491472.106,22.28,544,15,3,607,7,6201,888,40,5477
477,554413.7953,5399475.895,1.74,576,34,15,583,7,6302,888,20,7743
478,574295.0135,5447889.444,15.76666667,530,46,16,603,7,6203,888,10,7900
479,582231.6483,5399291.939,19.5,495,28,3,579,7,6402,888,10,4881
480,585325.3722,5392461.676,1.671428571,569,28,10,579,12,6402,888,40,3772
481,395077.3823,5293968.887,45.35555556,483,17,2,526,12,3103,888,20,6730
482,429930.5208,5398165.528,5.3,267,32,16,24,5,3101,888,20,7372
483,466258.1642,5441282.355,44.1375,263,2,18,65,5,3101,160,20,6860
484,492092.8126,5420485.484,34.05,467,14,2,598,5,6203,888,40,5341
485,535950.3919,5449545.94,27.1,524,15,3,598,12,6301,888,40,3462
486,555800.2692,5333498.892,33.54,324,14,12,237,7,4104,888,40,6654
487,584164.0382,5446090.328,54.54,516,2,18,597,7,6301,888,10,7911
488,576559.0465,5430589.41,36.26666667,516,2,15,596,5,6301,555,20,7161
489,580472.3527,5402677.534,16.44444444,571,28,15,579,7,6402,888,10,8016
490,509430.9978,5443761.31,32.63571429,469,15,15,94,5,6301,888,20,4810
491,558183.3574,5314608.076,27.42727273,321,14,15,223,8,4104,10,20,6811
492,563769.4225,5488318.38,18.55,530,34,12,603,7,6203,34,60,6871
493,578628.249,5448052.347,2.9,521,17,3,598,7,6301,888,40,3071
494,438814.0504,5413078.666,13.33333333,263,5,12,24,5,3101,888,40,7654
495,466388.0445,5363173.465,29.85,544,17,2,602,7,6203,888,40,6648
496,514608.7879,5348829.294,9.82,495,5,17,579,7,6402,888,10,7799
497,547021.1468,5500263.551,35.82666667,544,32,15,24,5,6203,10,20,6750
498,550372.36,5394122.055,19.1,469,17,3,585,12,6302,888,40,4416
499,556248.0492,5333211.486,27.43,324,14,12,515,8,4104,10,60,8290
500,568670.4125,5476166.193,42.49090909,537,28,15,603,7,6203,888,40,7051
501,578645.2803,5447931.394,15.5,521,17,3,598,7,6301,888,40,6294
502,582011.7546,5399338.859,21.21428571,495,28,3,579,7,6402,888,30,4612
503,577414.4769,5370817.389,51.3,495,28,12,516,5,6402,91,60,6232
504,464572.1505,5366193.467,16.81666667,544,17,15,602,7,6203,10,20,7671
505,490861.2991,5375798.442,41.525,530,2,12,598,5,6203,888,20,6769
506,564718.7281,5336994.065,11.6047619,324,15,12,237,5,4104,888,20,6824
507,449739.6855,5331039.443,5.666666667,559,3,17,612,7,6202,888,10,6972
508,473986.5831,5477291.976,9.533333333,263,14,14,24,5,3101,999,40,5777
509,468307.3623,5470698.611,15.93333333,263,32,2,24,12,3101,888,10,7259
510,465785.2367,5438053.407,8.214285714,263,14,3,24,5,3101,888,20,6071
511,472060.7772,5362593.767,31.925,537,28,17,602,7,6203,888,10,8025
512,586110.2403,5438852.985,60.12,517,2,15,596,5,6301,888,10,7031
513,588053.3956,5415248.988,10.72,576,5,12,583,7,6302,10,20,6993
514,602294.6374,5415999.184,49.44444444,482,17,12,512,5,6501,31,20,6415
515,418742.0146,5269245.763,4.611111111,321,14,15,85,8,10101,160,20,7851
516,438938.9058,5406026.433,1.56,263,14,16,85,7,3101,888,10,8085
517,500659.4585,5431101.384,9.25,515,2,17,596,7,6301,888,10,8548
518,529242.4401,5439935.578,21.55,519,34,12,596,5,6301,160,20,7214
519,526653.9429,5396140.275,4.266666667,469,32,3,24,12,6301,888,40,5265
520,526212.1058,5374206.211,10.58,469,17,2,583,7,6302,888,20,7346
521,585030.5603,5418821.059,43.36666667,475,2,15,585,5,6302,10,20,6207
522,575052.4847,5361924.911,11.73333333,314,32,10,24,12,4104,888,40,6752
523,587865.0029,5434349.973,24.92,515,2,2,596,7,6301,888,40,5979
524,471826.4944,5453270.229,57.475,263,2,17,85,5,3101,888,20,6173
525,476015.08,5364724.854,6.26,469,32,18,602,7,6203,888,40,7311
526,512135.8323,5406701.068,28.98,521,22,3,597,13,6301,888,40,2422
527,559190.8681,5404946.735,18.48,515,5,2,596,12,6301,888,50,6866
528,584850.5393,5391736.915,15.98571429,469,32,3,579,12,6402,888,40,4929
529,405114.339,5303630.978,7.888888889,267,32,2,24,8,3101,888,40,5509
530,474934.6628,5423457.43,36.05,530,32,15,603,12,6203,999,20,7532
531,547445.9411,5477357.731,2.18,530,14,3,603,5,6203,888,20,6033
532,542191.0017,5272442.956,26.36,321,42,14,24,12,4104,160,20,7395
533,553506.6869,5399570.434,4.533333333,576,2,14,583,7,6302,555,10,8131
534,575429.7736,5406641.102,19.525,505,17,2,583,7,6302,888,40,4880
535,578857.9794,5297136.132,8.525,321,2,3,113,8,4104,888,40,4482
536,429047.8153,5359772.572,9.2625,1065,2,15,833,8,10101,10,20,7822
537,475369.6146,5477677.797,33.56666667,265,14,12,444,5,3101,120,50,5722
538,476643.9786,5291037.2,21.95,290,14,15,98,7,4101,10,10,7065
539,509262.4802,5442096.726,53.2125,521,15,12,94,5,6301,888,20,6330
540,530019.7243,5361119.575,13.9,495,28,15,579,7,6402,555,20,7368
541,541540.2421,5272520.975,28.44,321,14,14,113,12,4104,160,20,7724
542,556375.4245,5494301.841,41.7173913,537,32,12,604,5,6203,160,20,6533
543,559023.3728,5361361.862,11.65,324,5,16,579,7,6402,888,40,6926
544,575434.3919,5296502.453,9.0125,321,32,15,24,8,4104,10,20,7853
545,605090.5004,5411751.859,21.2,480,17,2,506,5,6501,888,40,5066
546,521401.0154,5375818.499,22.65,469,32,2,583,12,6302,888,20,4863
547,553876.9838,5346620.989,25.7,321,32,3,24,5,4104,888,40,4042
548,395503.8152,5327153.777,17.19,267,42,12,24,5,3101,555,20,6949
549,392942.0757,5298264.809,51.6625,267,17,12,24,5,3101,999,20,6194
550,444984.4892,5367911.562,3.306,1068,3,17,752,7,10101,888,10,7616
551,461239.099,5295793.214,61.54,537,28,18,602,7,6203,888,10,8176
552,490585.4118,5340834.461,3.5,505,28,17,579,7,6402,888,10,8404
553,426964.6953,5382396.699,13.35,267,32,2,24,5,3101,888,40,5085
554,431027.0665,5307005.606,3.1,1068,2,17,752,8,10101,888,10,7521
555,442647.4565,5329266.878,4.175,1065,2,17,834,8,10101,555,20,7765
556,498721.2945,5468832.311,13.74444444,548,32,2,610,5,6201,888,40,5892
557,497314.7324,5411846.015,25.53,530,32,16,603,5,6203,888,40,8333
558,499481.1281,5385550.438,20,508,14,12,585,7,6302,10,20,6244
559,561843.1199,5477619.638,63.12222222,544,32,15,603,7,6203,10,20,7857
560,568897.0926,5320300.852,33.83888889,286,14,2,305,8,4104,888,20,6997
561,584650.62,5390862.237,24.24285714,495,32,3,579,12,6402,888,10,7106
562,394401.7251,5277860.272,30.26,267,14,12,520,5,3103,31,60,6085
563,458850.0359,5295760.244,44.02580645,530,28,15,602,5,6203,10,20,7282
564,474018.0083,5422594.761,16.975,537,28,15,604,12,6203,555,20,8188
565,527024.8114,5315935.466,52.40555556,290,14,15,223,7,4101,10,20,7282
566,559195.9137,5406461.068,9.575,515,2,14,595,12,6301,555,20,7690
567,428027.234,5400268.646,15.33333333,267,14,12,85,5,3101,999,40,5501
568,474422.449,5417215.12,12.02222222,530,14,3,603,12,6203,888,20,6336
569,479217.9638,5365502.625,31.43846154,530,28,16,602,7,6203,888,10,7860
570,521336.0724,5376008.444,27.8,464,17,1,583,12,6302,888,40,4851
571,534630.7284,5356671.125,41.6,571,28,15,579,7,6402,888,10,8354
572,527392.5705,5322698.266,18.74,321,14,12,113,5,4104,888,20,6709
573,538839.05,5335804.522,8.67,324,2,12,223,8,4104,555,20,6946
574,475779.3695,5469390.082,21.42222222,263,14,2,85,12,3101,888,40,3688
575,478928.1002,5365912.416,27.875,469,32,15,602,7,6203,10,20,7800
576,547692.7015,5314119.423,28.05454545,299,14,18,98,8,4101,888,10,7849
577,545213.6367,5279581.217,49.26666667,290,14,2,98,8,4101,888,20,7371
578,569836.6642,5323029.654,25.09,299,17,16,514,8,4101,888,10,8188
579,394154.7431,5282159.594,40.7,256,15,12,94,5,3103,555,20,6533
580,424648.6161,5301204.992,2.657894737,1068,2,17,752,8,10101,888,10,8303
581,489858.7304,5406336.261,17.15,537,32,15,603,7,6203,888,10,6799
582,532963.4774,5340244.75,20.68,568,28,15,579,7,4101,10,20,7333
583,539699.1028,5486783.949,36.98333333,524,14,12,603,7,6301,50,60,6616
584,573012.2877,5357269.825,24.46666667,314,32,16,24,8,4104,888,20,7032
585,600831.2449,5411398.077,8.733333333,505,17,3,583,5,6302,888,50,4023
586,427614.167,5400583.374,19.72,267,42,3,24,5,3101,888,40,4045
587,519930.8556,5458138.45,33,524,15,12,598,5,6301,31,20,7008
588,536296.845,5343236.461,10.18333333,568,28,12,514,7,6402,555,20,8178
589,580734.3009,5412382.62,0.5,508,32,3,585,12,6302,888,40,4114
590,599274.794,5412903.424,0.45,469,5,2,583,5,6302,888,50,5159
591,480135.5778,5367514.809,27.3,537,28,16,602,5,6203,888,20,7914
592,535690.7871,5515142.585,20.12222222,467,2,3,612,7,6201,888,40,3687
593,527827.8468,5312012.332,20.125,321,5,15,113,5,4104,42,60,6795
594,542995.8282,5513126.292,35.41764706,548,5,15,610,5,6201,555,20,6582
595,542489.9906,5272704.981,20.625,321,42,14,24,12,4104,160,20,7734
596,511898.0034,5444133.152,67.1875,521,15,12,94,5,6301,31,60,5550
597,514178.2014,5469441.943,35.04,544,17,15,604,7,6203,888,20,7405
598,534981.0518,5514892.668,6.85,467,2,3,612,7,6201,888,40,4154
599,528783.08,5395960.378,16.44,469,32,3,24,12,6302,888,20,4807
600,531439.0147,5301425.808,15.26923077,321,12,15,98,3,4101,555,20,7027
601,581864.854,5422992.429,12.61111111,515,2,3,596,5,6301,888,40,7235
602,580549.3535,5400599.335,6.7,567,28,16,579,7,6402,888,20,8296
603,518997.2356,5467931.564,25.8375,537,32,16,603,5,6203,888,10,7826
604,554531.7165,5347096.871,17.8,321,32,15,24,7,4104,888,60,7467
605,399330.5753,5335454.429,40.45,267,42,2,85,5,3101,888,40,4598
606,401964.5511,5338680.093,67.725,267,14,12,85,5,3101,160,20,6072
607,443508.0267,5418909.777,0.6,263,5,16,24,8,3101,888,20,8689
608,476034.204,5363195.489,45.1,537,28,17,602,7,6203,888,10,7812
609,520551.5993,5467771.633,30.36,544,28,2,604,5,6203,888,40,6413
610,528228.343,5334584.964,5,568,28,16,514,7,4101,888,10,8502
611,566628.2426,5476632.934,36.78235294,544,32,15,604,7,6203,10,20,7672
612,567812.4601,5411287.179,16,513,2,15,595,5,6301,888,20,7166
613,395406.1963,5300538.301,53.91428571,267,14,12,24,5,3101,10,60,5940
614,468126.4186,5438841.3,0.577777778,263,12,16,33,7,3101,888,20,8091
615,478033.4181,5366212.27,36.06666667,537,28,21,602,7,6203,888,20,7463
616,498180.427,5397075.558,22.8125,519,15,3,591,12,6301,888,40,4251
617,491777.9362,5288728.142,5.5,321,14,16,113,7,4104,888,10,7194
618,536814.2837,5335043.617,10.24,321,32,15,24,7,4104,555,20,7710
619,543610.4031,5274813.987,63.15,321,14,14,113,12,4104,160,60,7344
620,551984.163,5489441.87,19.57142857,548,32,15,610,7,6203,10,20,6477
621,408229.074,5316769.766,14.925,267,5,16,85,8,3101,888,10,8754
622,477894.5542,5431676.11,18.25,530,32,3,603,12,6203,888,40,4102
623,515988.1938,5378427.44,15.45,469,32,15,596,5,6301,555,20,7727
624,561735.7932,5395521.481,1.533333333,505,2,16,579,7,6302,888,10,8643
625,476858.4803,5472168.227,34.625,263,14,2,615,7,3101,888,40,3702
626,525074.5629,5402147.871,8.8,519,2,14,596,7,6301,555,10,8523
627,528253.2425,5364363.047,15.04444444,567,17,2,579,7,6402,888,10,6708
628,583104.3722,5433066.356,24.63333333,517,5,2,596,5,6301,888,40,7262
629,476574.0937,5466247.294,53.6125,263,32,15,24,12,3101,888,40,5776
630,477213.7206,5365332.708,39.575,537,32,2,602,7,6203,888,10,6871
631,543570.6397,5505959.307,55.8,557,16,16,612,5,6201,888,60,7051
632,558806.9315,5327981.182,22.94,321,5,3,237,12,4104,888,40,3223
633,559130.0833,5313715.472,34.23333333,321,14,12,113,8,4104,10,50,7284
634,569967.3621,5322009.891,26.45,299,14,17,317,8,4104,888,10,8224
635,453984.972,5289172.783,34.075,537,28,18,602,5,6203,555,20,7053
636,492262.8154,5434989.784,34.2375,521,2,2,597,7,6301,888,20,6938
637,554102.3343,5349044.752,24.43333333,324,2,3,579,5,4104,888,40,5242
638,440738.3059,5286623.8,2.0375,1065,2,17,834,8,10101,888,10,8105
639,505572.6228,5468181.524,15.06666667,469,32,3,999,11,6203,888,40,6346
640,519525.9634,5454352.942,74.53333333,524,15,12,94,5,6301,41,60,6089
641,523960.1763,5322383.922,15.86,321,32,2,24,5,4104,888,40,5231
642,535010.749,5450743.454,1.825,530,2,3,598,5,6301,888,40,4612
643,545665.4807,5283982.35,24.14210526,290,14,2,98,8,4101,888,40,7227
644,472220.8496,5471270.374,42.58888889,263,14,12,85,5,3101,41,60,5119
645,466018.2588,5440712.515,31.82580645,263,2,15,65,5,3101,888,20,6067
646,507487.6779,5359332.068,5.1,505,17,2,583,7,6402,888,40,6945
647,530492.0592,5332668.883,27.16,324,2,2,24,7,4104,888,40,5077
648,558680.7578,5401015.885,5.416666667,505,2,15,583,7,6302,10,20,7954
649,584495.8724,5435377.441,21.98181818,516,2,15,596,5,6301,555,20,7879
650,435590.2444,5395455.606,17.7,267,32,3,94,12,3101,888,40,4065
651,507169.8515,5430756.473,53.7125,521,32,12,94,5,6301,10,20,6610
652,502715.8336,5363231.051,22.90833333,464,17,2,585,7,6302,888,40,5681
653,509275.1944,5315989.937,0.94,321,5,3,223,5,4104,888,40,4374
654,524643.9494,5321830.295,20.2,321,32,1,24,5,4104,888,40,4504
655,545646.4523,5291737.269,17.825,289,5,3,98,12,4101,888,40,4593
656,448434.1762,5368039.481,2.585714286,559,3,17,612,7,6202,888,10,7804
657,481393.1192,5431211.262,34.765,524,17,15,598,5,6301,10,20,6681
658,509763.9362,5466151.374,17.26666667,544,32,3,607,7,6203,888,40,4706
659,503953.6719,5366729.809,2.114285714,508,17,2,585,7,6302,888,20,6254
660,535415.6356,5450838.426,29.725,530,5,12,598,5,6301,80,20,6674
661,461060.214,5463213.654,16.8875,263,5,15,24,7,3101,888,60,5583
662,461759.8657,5398729.301,2.633333333,559,3,17,615,7,6202,888,10,8446
663,488672.1713,5412518.731,27.4,537,32,16,603,7,6203,888,10,8494
664,501302.8875,5370872.438,19.68,521,2,2,597,5,6301,888,40,6516
665,538684.8031,5335372.644,6.677777778,324,2,2,24,8,4104,888,40,5985
666,486678.0535,5428512.386,12.2,519,14,12,596,5,6301,888,20,6587
667,512125.8051,5407532.761,19.85,521,22,3,597,13,6301,888,20,3827
668,515419.5515,5442952.576,6.1,469,22,1,24,12,6301,888,40,4028
669,557273.7955,5288270.663,2.25,321,2,7,98,8,4104,888,40,2443
670,565719.3107,5414759.747,11.4,508,2,15,585,7,6302,10,20,7567
671,582462.5275,5290338.777,4.3,321,14,15,24,12,4104,10,20,8161
672,438748.1077,5408129.142,9.166666667,263,14,3,85,7,3101,888,40,6214
673,472369.7349,5447407.952,7.233333333,263,2,2,85,5,3101,888,20,4487
674,497750.8903,5346079.561,20.75,505,28,15,579,7,6402,555,10,8115
675,517767.5329,5308850.201,13.6,321,14,3,113,7,4104,888,40,4373
676,536464.8867,5333456.892,29.11,321,32,3,24,7,4104,888,40,5508
677,530969.6508,5309595.901,49.53333333,321,14,12,237,7,4104,91,60,6394
678,559289.2399,5327780.731,24.2625,321,5,2,24,12,4104,555,10,5548
679,568331.7226,5414896.104,15.08,508,14,12,585,7,6302,888,20,6924
680,434087.3933,5395170.117,27.5,267,14,12,24,5,3101,41,60,6605
681,471968.9094,5446968.068,1.1,263,2,1,85,5,3101,888,40,4950
682,471764.8892,5429482.011,17.24285714,530,17,3,603,5,6203,888,40,4725
683,505052.822,5476068.418,51.26,548,4,12,610,7,6201,10,20,6046
684,518129.1431,5308320.94,26.12,321,14,3,113,7,4104,888,20,4128
685,536308.1219,5333230.81,25.72,311,32,3,24,7,4104,888,40,4614
686,544042.453,5512793.489,33.94117647,548,5,2,610,5,6201,888,20,5917
687,546944.8747,5297430.005,10.7,321,5,3,113,5,4104,888,40,5678
688,580196.4455,5393148.436,25.32857143,482,15,12,512,5,6402,888,40,6739
689,507771.6411,5464053.264,11.84,469,32,15,607,7,6203,555,20,5647
690,554745.8151,5289825.037,14.325,321,2,15,98,8,4104,10,20,7799
691,566839.0489,5353118.881,0.95,321,32,3,33,5,4104,888,40,3617
692,408542.9955,5334177.886,1.7,267,5,3,24,5,3101,888,40,6670
693,516802.8887,5368841.317,15.66666667,469,17,1,583,12,6302,888,40,4425
694,536618.6823,5514567.968,38.02,465,2,3,612,7,6201,888,40,4420
695,537456.586,5317842.699,23.3,321,14,4,113,5,4104,888,40,4128
696,511088.3308,5448600.347,0.5,524,32,3,597,5,6301,888,40,5690
697,547018.3357,5336415.284,36.13,299,14,12,516,7,4104,42,60,7058
698,554092.8868,5404297.007,22.34285714,515,5,12,596,7,6301,999,20,6813
699,490105.6794,5362326.24,23.63888889,530,28,7,598,5,6203,888,40,6503
700,555174.136,5289872.889,0.5,321,2,15,33,8,4104,10,20,7977
701,580744.2276,5286179.87,8,321,2,15,24,12,4104,888,20,7311
702,398944.867,5273546.983,14.4,267,32,3,24,7,3101,888,40,4596
703,414808.4777,5329106.909,16.75,267,5,3,24,12,3101,888,40,4686
704,449309.9796,5270462.227,16.6,321,14,12,113,5,6302,34,20,6648
705,536099.6504,5515036.564,42.97,465,2,3,612,11,6201,888,40,3376
706,416130.0746,5282342.536,2.333333333,1065,2,16,834,8,10101,888,10,8480
707,458617.3814,5426521.96,53.6,263,2,16,65,12,3101,888,10,7446
708,476917.9458,5470198.741,57.5875,263,14,2,612,12,3101,888,40,3837
709,483750.238,5447999.592,21.55,519,17,15,596,5,6301,888,10,6981
710,510654.516,5461338.286,33.525,469,32,3,94,5,6203,888,40,4316
711,533912.0864,5426078.346,0.366666667,524,32,3,597,7,6301,888,40,4208
712,542658.9993,5508242.35,49.28888889,544,15,12,607,5,6201,888,40,4767
713,604620.6995,5413782.052,30.6375,480,14,2,94,5,6501,888,20,6007
714,510690.5458,5461352.253,30.3,469,32,3,94,5,6203,888,40,4316
715,540609.4704,5435546.459,16.3,515,2,2,596,7,6301,888,40,7441
716,540981.2125,5318821.313,40.95555556,324,14,15,223,7,4104,10,20,7605
717,554541.4581,5289583.25,25.525,321,2,15,98,8,4104,10,20,7447
718,570296.5374,5427027.776,46.95,515,2,12,596,7,6301,555,20,7447
719,574015.2474,5480966.249,31.75555556,535,32,3,603,7,6203,888,40,7114
720,443610.1466,5291114.023,4.933333333,1065,2,15,834,7,10101,10,20,8073
721,509767.8728,5454280.069,30.2875,524,15,12,598,5,6301,999,40,5720
722,511889.9066,5406589.155,46.72,521,22,3,597,13,6301,888,40,2585
723,577865.708,5476987.812,28.52222222,530,28,16,603,5,6203,888,20,6373
724,477420.7069,5448760.373,29.6,521,17,12,94,5,6301,31,60,6418
725,513247.2047,5451063.072,41.20625,524,15,12,94,5,6301,34,20,6238
726,516020.338,5443233.43,64.72222222,521,22,1,24,12,6301,888,40,3150
727,518337.43,5433605.239,58.8,521,15,2,94,5,6301,888,40,4721
728,458734.0789,5455899.348,2.911111111,263,5,21,24,8,3101,888,20,6231
729,560198.4845,5401795.97,16.76666667,508,2,2,585,7,6302,888,40,4842
730,557681.4148,5389482.953,23.88,469,17,2,24,7,6302,888,40,4898
731,565443.4609,5426792.918,15.825,516,2,15,596,7,6301,10,20,7608
732,401245.9016,5308626.051,32.3125,505,17,2,583,5,3101,888,20,6318
733,432555.523,5395575.542,26.2,267,14,12,24,5,3101,999,60,6503
734,490094.0839,5441557.009,68.6,521,17,12,94,5,6301,888,40,6479
735,493987.0908,5368161.518,16.42,469,32,11,602,7,6203,888,20,6776
736,519177.1677,5459734.867,12.98571429,469,14,12,603,5,6203,41,60,5705
737,560800.2311,5386104.249,25.74,303,32,1,24,12,6302,888,40,4082
738,558966.0789,5293331.684,18.175,290,2,17,98,8,4101,888,10,8241
739,570006.6564,5426917.826,54.55,515,2,12,596,7,6301,888,10,7761
740,422155.5518,5301607.871,3.15,1068,2,19,747,8,10101,888,10,8114
741,434318.7779,5398709.276,4.68,267,5,15,85,8,3101,888,20,7720
742,515473.4533,5423269.387,41.47142857,524,14,11,94,5,6301,888,20,6527
743,545044.9543,5486043.239,30.525,537,32,2,604,7,6203,888,20,6768
744,439867.5062,5348134.367,0.42,469,32,3,762,7,10101,888,40,4227
745,461792.9205,5464903.945,1.6,263,5,2,24,5,3101,888,60,5621
746,478669.2456,5475455.648,8.5,559,2,16,615,7,6201,888,10,8723
747,489555.8213,5382990.577,3.36,524,2,3,598,5,6301,888,40,5382
748,531182.1429,5375188.769,18.05555556,567,28,16,579,7,6402,555,10,8727
749,554266.2122,5476914.861,25.5,544,28,12,603,5,6203,34,20,5941
750,565511.2174,5343356.07,16.8,324,15,3,515,12,4103,888,40,5629
751,428576.5399,5319448.972,5.72,1068,2,15,752,7,10101,10,20,7647
752,470004.7053,5442117.439,0.7125,263,32,3,24,12,3101,888,20,4230
753,503462.3127,5433018.595,46.16666667,521,32,15,597,5,6301,999,20,6440
754,428318.0971,5342541.524,10.24,1068,2,17,762,8,10101,888,10,8094
755,495506.5122,5445840.494,30.75555556,524,32,2,598,5,6301,888,40,6483
756,503523.3052,5433050.539,52.17,521,32,15,597,5,6301,999,20,6440
757,513400.177,5452968.675,19.26666667,530,32,3,603,5,6203,888,20,5530
758,559677.8869,5322234.191,37.85384615,321,12,15,33,3,4104,10,20,7499
759,578707.1677,5425973.275,58.725,515,2,15,596,7,6301,555,20,7721
760,437623.4489,5402707.754,46.86666667,267,14,15,33,7,3101,888,20,6631
761,459508.8009,5424819.824,36.03333333,263,15,14,24,12,3101,999,60,6323
762,490978.5409,5386861.755,41.3,524,14,12,598,5,6301,31,60,6586
763,511440.2379,5468781.29,23.51111111,548,32,16,607,7,6203,555,20,7464
764,522116.9263,5451206.256,35.3375,521,15,3,597,5,6301,888,40,5287
765,513897.4441,5372249.143,9.3,508,2,2,585,12,6302,888,20,5982
766,539973.5646,5406619.061,15.56,469,5,15,24,7,6301,888,20,7931
767,547671.5253,5319569.96,33.33333333,321,14,12,113,12,4104,160,20,6676
768,582012.0024,5279412.424,4.725,321,5,2,24,12,4101,10,60,7479
769,441048.1251,5406206.35,5.44,263,32,2,24,8,3101,888,40,6647
770,498326.3639,5404551.954,48.7,524,2,12,598,5,6301,80,20,6451
771,517062.9536,5454043.152,17.2875,530,15,11,603,7,6203,888,20,6719
772,579568.7784,5427375.695,11.2375,515,2,15,596,7,6301,10,60,8078
773,581497.0135,5280746.771,4.816666667,285,42,15,24,12,4104,10,20,7701
774,457387.2487,5427550.254,0.5,263,14,11,24,12,3101,888,20,5835
775,488827.0987,5346731.083,0.5625,508,2,3,585,12,6302,888,50,4701
776,527991.4046,5391762.012,60.58,469,32,2,24,5,6302,888,40,4994
777,605774.2234,5411856.847,0.875862069,480,14,12,94,5,6501,888,40,6784
778,452493.5967,5278856.919,14.675,321,5,3,602,7,6203,888,40,4524
779,515032.6289,5393714.252,11.7,508,15,12,94,5,6302,80,60,6214
780,582087.7095,5326237.248,23.83,321,14,12,113,5,4104,160,20,6078
781,440568.6543,5391311.919,11.47777778,1065,2,14,762,8,10101,160,20,7153
782,456511.9308,5405476.708,5.09375,559,2,16,615,7,6202,888,10,8495
783,528455.5002,5322898.95,38.53333333,321,32,12,113,5,4104,888,40,6652
784,420526.2387,5266341.921,37.92,321,32,15,85,0,10101,31,60,5752
785,476102.29,5477537.909,38.41428571,265,14,1,807,8,3101,888,40,4478
786,560514.4424,5419562.839,20,515,2,15,596,7,6301,10,20,8190
787,557572.0994,5346754.623,21.98333333,321,32,12,24,5,4104,555,20,7329
788,567108.0608,5471809.915,17.8,537,28,3,603,7,6203,888,40,5588
789,566854.9402,5352277.987,0.46,321,32,15,24,5,4104,888,20,6353
790,584831.9705,5390821.056,17.52,469,32,3,579,12,6402,888,40,3778
791,579679.6908,5283142.853,8.24,323,2,2,98,8,4104,888,40,7035
792,489226.0101,5430956.399,12.025,517,34,3,596,7,6301,888,40,7146
793,531056.1976,5367427.882,23.67777778,495,28,16,579,7,6402,888,10,8506
794,565635.7072,5462698.613,12.64,524,34,12,603,5,6301,50,20,6401
795,585500.3102,5393781.066,12.62857143,469,32,3,579,12,6402,888,40,4593
796,481195.2223,5462029.953,23.575,530,32,11,94,12,6203,888,20,7567
797,499285.0104,5432395.808,4.777777778,517,34,3,596,7,6301,888,40,5144
798,394540.5681,5292704.345,26.03333333,256,29,13,526,12,3103,110,20,7389
799,428603.0495,5395160.745,23.66,267,14,12,24,5,3101,92,60,6497
800,492784.9411,5366031.195,13.9,537,28,18,602,5,6203,888,10,7892
801,570996.4619,5469980.637,28.46153846,530,32,15,603,5,6203,555,10,7897
802,498695.2119,5393244.409,20.97692308,524,15,3,94,12,6301,888,40,3993
803,487859.5978,5367891.682,24.96,524,2,12,602,7,6203,555,20,6866
804,502309.7363,5395094.649,11.15,519,2,2,597,7,6301,888,20,6712
805,404329.6327,5344124.962,25.42222222,267,42,2,85,5,3101,888,50,6441
806,459677.715,5435544.694,27.365,263,14,16,65,7,3101,888,10,8413
807,493187.4069,5368581.479,34.63333333,530,28,16,602,7,6203,888,20,7254
808,444724.0182,5417795.957,32.38,263,14,2,85,7,3101,888,40,7506
809,478440.0736,5478349.218,8.0625,559,2,16,615,7,6201,888,20,8456
810,426891.6365,5372087.791,47.66,1065,2,13,834,12,10101,110,20,7290
811,496062.2648,5369760.883,18.72,464,2,1,444,5,6301,888,40,4588
812,581616.9066,5408900.083,8.2,576,5,3,583,7,6302,888,40,4227
813,582758.5331,5324545.016,24.98,321,14,15,113,5,4104,888,20,6581
